,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
4385,290,18,269.0,1,290.0,290.0,0.73,1,5.0,5.0,5.0,4.0,5.0,10.0,9.0,7.0,6.0,7.0,6.0,5.0,5.0,30.0,10.0,30.0,10.0,5.0,15.0,20.0,10.0,30.0,15.0,15.0,10.0,1,0,0,0,0,0
4979,336,6,327.0,1,336.0,336.0,0.65,0,5.0,4.0,5.0,9.0,7.0,7.0,9.0,8.0,5.0,7.0,7.0,6.0,5.0,20.0,15.0,30.0,10.0,15.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0,0,0,0,0,0,0
2015,149,8,165.0,0,149.0,149.0,0.15,1,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,4.0,4.0,6.0,8.51,19.15,19.15,19.15,19.15,14.89,16.67,12.5,20.83,18.75,12.5,18.75,0,0,0,0,0,0
5718,377,15,355.0,1,377.0,377.0,-0.21,0,5.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,25.0,20.0,10.0,20.0,15.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0,0,0,0,0,0,0
1073,79,12,105.0,0,79.0,79.0,0.03,0,7.0,5.0,7.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,20.0,15.0,20.0,20.0,15.0,30.0,15.0,20.0,20.0,0.0,5.0,1,0,0,0,0,0
289,26,10,49.0,0,26.0,26.0,0.02,0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,5.0,15.0,0,0,0,0,0,0
3119,219,12,205.0,1,219.0,219.0,0.66,1,3.0,7.0,7.0,7.0,6.0,9.0,6.0,8.0,7.0,7.0,6.0,5.0,5.0,16.28,16.28,18.6,16.28,16.28,16.28,15.38,17.31,19.23,19.23,11.54,17.31,0,0,0,0,0,0
7552,515,11,541.0,0,515.0,515.0,0.21,0,6.0,6.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,8.0,5.0,8.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,40.0,30.0,0.0,20.0,0.0,10.0,0,0,0,0,0,0
2131,156,12,169.0,0,156.0,156.0,-0.05,0,6.0,6.0,8.0,10.0,10.0,9.0,10.0,7.0,9.0,10.0,8.0,9.0,10.0,14.0,18.0,16.0,18.0,18.0,16.0,17.78,20.0,17.78,15.56,15.56,13.33,1,0,0,0,0,0
779,54,10,30.0,1,54.0,54.0,0.21,1,5.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,10.0,0,0,0,1,0,0
5606,372,3,343.0,1,372.0,372.0,0.28,1,5.0,5.0,7.0,8.0,8.0,9.0,8.0,5.0,9.0,9.0,5.0,6.0,6.0,30.0,15.0,15.0,20.0,5.0,15.0,5.0,25.0,20.0,10.0,15.0,25.0,1,0,0,0,0,0
5265,354,8,368.0,0,354.0,354.0,0.11,0,6.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,25.0,20.0,10.0,15.0,0,0,0,0,0,0
6495,425,2,417.0,1,425.0,425.0,0.15,1,4.0,6.0,6.0,9.0,6.0,9.0,9.0,5.0,7.0,8.0,5.0,6.0,5.0,16.0,25.0,20.0,12.0,12.0,15.0,20.0,20.0,20.0,10.0,10.0,20.0,1,0,0,0,0,0
3574,252,5,277.0,0,252.0,252.0,-0.11,0,6.0,10.0,9.0,9.0,9.0,9.0,10.0,2.0,1.0,1.0,1.0,9.0,5.0,0.0,25.0,25.0,25.0,25.0,0.0,60.0,20.0,0.0,20.0,0.0,0.0,0,0,0,0,0,0
3787,262,8,280.0,0,262.0,262.0,0.42,1,6.0,1.0,6.0,10.0,5.0,9.0,3.0,6.0,9.0,9.0,7.0,6.0,6.0,10.0,40.0,20.0,20.0,0.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,0,0,0,0,1,0
7524,514,5,535.0,0,514.0,514.0,0.38,1,4.0,7.0,8.0,10.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,5.0,20.0,23.0,14.0,19.0,16.0,10.0,18.0,1,0,0,0,0,0
1312,92,17,110.0,0,92.0,92.0,0.75,1,6.0,5.0,9.0,10.0,9.0,9.0,9.0,6.0,9.0,9.0,8.0,8.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,15.0,15.0,5.0,25.0,0,0,0,1,0,0
5847,384,9,405.0,0,384.0,384.0,0.64,0,5.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,10.0,10.0,10.0,10.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,30.0,25.0,20.0,15.0,5.0,5.0,1,0,0,0,0,0
3333,230,6,199.0,1,230.0,230.0,0.1,1,7.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,5.0,5.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,17.5,17.5,20.0,12.5,20.0,12.5,1,0,0,0,0,0
217,22,2,41.0,0,22.0,22.0,-0.23,0,6.0,4.0,7.0,8.0,7.0,8.0,7.0,4.0,7.0,6.0,6.0,7.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,10.0,30.0,0.0,10.0,0,0,0,0,0,0
8174,543,17,525.0,1,543.0,543.0,-0.07,0,7.0,8.0,7.0,9.0,9.0,8.0,9.0,1.0,8.0,8.0,4.0,7.0,1.0,20.0,16.0,16.0,17.0,16.0,15.0,10.0,15.0,30.0,20.0,15.0,10.0,0,0,0,0,0,0
7980,534,21,529.0,1,534.0,534.0,0.43,0,5.0,9.0,7.0,9.0,8.0,9.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,10.0,25.0,25.0,10.0,10.0,20.0,0,1,0,0,0,0
3477,241,7,249.0,0,241.0,241.0,0.19,0,4.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,8.0,9.0,6.0,10.0,5.0,90.0,2.0,2.0,2.0,2.0,2.0,22.0,22.0,15.0,15.0,5.0,21.0,1,0,0,0,0,0
740,52,9,29.0,1,52.0,52.0,0.42,1,4.0,5.0,5.0,8.0,6.0,8.0,7.0,5.0,7.0,6.0,7.0,5.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,20.0,22.0,18.0,15.0,15.0,10.0,0,0,0,0,0,0
4136,278,21,272.0,1,278.0,278.0,0.26,1,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,5.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,25.0,20.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
857,60,10,75.0,0,60.0,60.0,0.29,1,6.0,4.0,7.0,9.0,9.0,9.0,9.0,2.0,10.0,10.0,5.0,7.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,1,0,0,0
6952,471,2,482.0,0,471.0,471.0,0.11,0,5.0,5.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,7.0,5.0,6.0,4.0,15.0,15.0,25.0,10.0,15.0,20.0,20.0,10.0,22.0,20.0,15.0,13.0,1,0,0,0,0,0
2781,202,14,227.0,0,202.0,202.0,0.46,1,6.0,3.0,7.0,10.0,9.0,10.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,15.38,19.23,19.23,19.23,15.38,11.54,20.0,16.0,18.0,16.0,16.0,14.0,1,0,0,0,0,0
3666,256,13,285.0,0,256.0,256.0,0.25,0,6.0,6.0,6.0,9.0,6.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,20.0,20.0,25.0,25.0,5.0,5.0,1,0,0,0,0,0
6861,463,4,457.0,1,463.0,463.0,-0.15,1,7.0,5.0,6.0,7.0,7.0,8.0,7.0,4.0,8.0,5.0,6.0,6.0,5.0,15.0,15.0,15.0,15.0,15.0,25.0,25.0,0.0,25.0,25.0,0.0,25.0,1,0,0,0,0,0
2384,172,9,150.0,1,172.0,172.0,0.27,1,3.0,5.0,5.0,6.0,9.0,8.0,9.0,4.0,6.0,8.0,4.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,12.0,20.0,20.0,20.0,14.0,14.0,0,0,0,0,0,0
4025,273,15,266.0,1,273.0,273.0,0.55,1,5.0,5.0,7.0,10.0,5.0,7.0,7.0,8.0,8.0,9.0,7.0,7.0,6.0,30.0,25.0,18.0,18.0,4.0,5.0,25.0,20.0,20.0,25.0,0.0,10.0,1,0,0,0,0,0
4770,316,12,304.0,1,316.0,316.0,0.41,1,4.0,5.0,6.0,8.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,6.0,6.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,20.0,25.0,25.0,15.0,10.0,1,0,0,0,0,0
2170,159,3,144.0,1,159.0,159.0,0.32,1,6.0,6.0,5.0,9.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,15.91,20.45,20.45,20.45,11.36,11.36,16.0,16.0,16.0,18.0,18.0,16.0,0,0,0,0,0,0
3475,241,5,247.0,0,241.0,241.0,-0.15,1,4.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,10.0,10.0,9.0,6.0,7.0,90.0,2.0,2.0,2.0,2.0,2.0,20.0,30.0,10.0,15.0,0.0,25.0,1,0,0,0,0,0
5644,374,1,341.0,1,374.0,374.0,-0.15,1,4.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,50.0,10.0,10.0,10.0,5.0,15.0,20.0,20.0,20.0,20.0,20.0,0.0,1,0,0,0,0,0
6198,403,5,383.0,1,403.0,403.0,0.37,1,5.0,6.0,4.0,8.0,7.0,9.0,9.0,5.0,7.0,6.0,6.0,7.0,6.0,20.0,25.0,20.0,15.0,5.0,15.0,25.0,20.0,10.0,20.0,15.0,10.0,0,0,0,1,0,0
344,30,1,40.0,0,30.0,30.0,0.19,0,7.0,3.0,7.0,8.0,9.0,8.0,8.0,3.0,6.0,6.0,5.0,6.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,0,0,0,0,0,0
1705,116,10,131.0,0,116.0,116.0,0.54,0,1.0,7.0,8.0,9.0,8.0,9.0,9.0,4.0,8.0,7.0,3.0,7.0,0.0,15.0,15.0,25.0,25.0,20.0,0.0,25.0,10.0,20.0,20.0,10.0,15.0,0,0,0,0,0,0
8161,543,4,512.0,1,543.0,543.0,-0.18,0,7.0,8.0,7.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,5.0,8.0,3.0,20.0,16.0,16.0,17.0,16.0,15.0,20.0,20.0,20.0,20.0,5.0,15.0,0,0,0,0,0,0
2577,190,10,183.0,1,190.0,190.0,0.24,1,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,3.0,8.0,8.0,4.0,1.0,15.56,20.0,20.0,20.0,13.33,11.11,20.0,22.5,17.5,22.5,10.0,7.5,1,0,0,0,0,0
7095,480,10,490.0,0,480.0,480.0,0.19,1,4.0,4.0,8.0,9.0,10.0,8.0,7.0,3.0,8.0,6.0,6.0,6.0,7.0,16.0,18.0,18.0,20.0,12.0,16.0,30.0,15.0,20.0,10.0,10.0,15.0,0,0,0,0,0,0
23,3,4,14.0,0,3.0,3.0,-0.04,1,3.0,4.0,8.0,9.0,8.0,9.0,8.0,9.0,7.0,9.0,7.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,30.0,5.0,15.0,40.0,5.0,5.0,0,0,0,0,1,0
55,6,6,16.0,0,6.0,6.0,0.19,0,3.0,4.0,5.0,7.0,8.0,9.0,5.0,3.0,7.0,6.0,1.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,15.0,50.0,0.0,30.0,10.0,0.0,10.0,0,0,0,0,0,0
7415,509,6,536.0,0,509.0,509.0,0.84,0,4.0,6.0,5.0,6.0,4.0,8.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,20.0,30.0,10.0,10.0,20.0,30.0,20.0,20.0,20.0,10.0,0.0,1,0,0,0,0,0
1215,87,10,103.0,0,87.0,87.0,0.62,1,3.0,4.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,6.0,4.0,7.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,5.0,20.0,10.0,10.0,15.0,0,0,0,0,0,0
4267,285,5,256.0,1,285.0,285.0,0.25,0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,15.0,25.0,20.0,20.0,10.0,10.0,0,0,1,0,0,0
5110,345,15,375.0,0,345.0,345.0,0.01,1,7.0,6.0,7.0,9.0,7.0,9.0,7.0,10.0,8.0,9.0,9.0,8.0,6.0,10.0,20.0,27.0,23.0,15.0,5.0,30.0,20.0,15.0,15.0,8.0,12.0,1,0,0,0,0,0
6013,393,4,400.0,0,393.0,393.0,0.25,1,7.0,6.0,7.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,9.0,6.0,8.0,20.0,25.0,25.0,12.0,10.0,70.0,5.0,20.0,3.0,1.0,1.0,0,0,0,0,0,0
5018,340,5,326.0,1,340.0,340.0,0.21,0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,4.0,8.0,6.0,5.0,5.0,7.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,15.0,15.0,15.0,20.0,20.0,15.0,0,0,0,0,0,1
2123,156,4,161.0,0,156.0,156.0,-0.16,0,6.0,6.0,8.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,7.0,9.0,5.0,14.0,18.0,16.0,18.0,18.0,16.0,16.67,18.75,18.75,18.75,18.75,8.33,1,0,0,0,0,0
5180,349,13,373.0,0,349.0,349.0,0.24,0,4.0,6.0,7.0,8.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,9.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,75.0,5.0,5.0,10.0,0.0,5.0,0,0,0,0,0,0
4227,283,7,258.0,1,283.0,283.0,0.58,0,4.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,35.0,20.0,20.0,5.0,13.0,0,0,0,0,0,0
3987,271,19,291.0,0,271.0,271.0,0.33,0,4.0,8.0,9.0,10.0,10.0,9.0,10.0,4.0,7.0,6.0,6.0,5.0,6.0,10.0,15.0,40.0,15.0,10.0,10.0,20.0,20.0,15.0,15.0,12.0,18.0,1,0,0,0,0,0
2813,204,6,219.0,0,204.0,204.0,0.53,1,5.0,4.0,9.0,5.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,19.61,15.69,17.65,15.69,17.65,13.73,16.28,16.28,18.6,16.28,16.28,16.28,0,1,0,0,0,0
4591,303,14,321.0,0,303.0,303.0,0.51,1,5.0,6.0,8.0,10.0,9.0,8.0,6.0,4.0,6.0,8.0,6.0,8.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0,30.0,15.0,15.0,20.0,10.0,10.0,0,0,1,0,0,0
4755,315,11,303.0,1,315.0,315.0,0.58,1,5.0,5.0,6.0,10.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.67,19.05,42.86,9.52,14.29,7.62,20.0,25.0,25.0,10.0,15.0,5.0,0,1,0,0,0,0
896,64,9,74.0,0,64.0,64.0,0.15,0,6.0,3.0,8.0,8.0,6.0,9.0,9.0,6.0,6.0,6.0,5.0,6.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,30.0,0.0,30.0,30.0,10.0,0.0,1,0,0,0,0,0
1404,98,1,76.0,1,98.0,98.0,0.24,1,4.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.0,7.0,6.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,30.0,20.0,10.0,20.0,0,0,1,0,0,0
6962,471,12,492.0,0,471.0,471.0,0.17,0,5.0,5.0,7.0,8.0,8.0,9.0,9.0,6.0,6.0,7.0,6.0,6.0,6.0,15.0,15.0,25.0,10.0,15.0,20.0,30.0,0.0,30.0,30.0,10.0,0.0,1,0,0,0,0,0
7837,528,10,540.0,0,528.0,528.0,0.1,0,6.0,4.0,9.0,6.0,8.0,8.0,8.0,1.0,3.0,1.0,1.0,3.0,1.0,40.0,10.0,30.0,10.0,10.0,16.666666666666668,20.0,15.0,20.0,20.0,15.0,10.0,1,0,0,0,0,0
5011,339,8,329.0,1,339.0,339.0,0.21,0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,6.0,9.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,15.0,22.0,22.0,16.0,15.0,10.0,0,0,0,0,0,1
1135,83,2,95.0,0,83.0,83.0,0.03,0,6.0,6.0,5.0,9.0,9.0,5.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,10.0,32.0,20.0,12.0,11.0,15.0,18.0,18.0,18.0,19.0,13.0,14.0,1,0,0,0,0,0
2427,175,10,193.0,0,175.0,175.0,0.39,0,3.0,7.0,7.0,10.0,8.0,8.0,9.0,4.0,6.0,7.0,6.0,7.0,7.0,12.24,20.41,16.33,14.29,20.41,16.33,20.93,16.28,23.26,16.28,11.63,11.63,1,0,0,0,0,0
8121,541,8,516.0,1,541.0,541.0,-0.27,1,7.0,7.0,8.0,9.0,9.0,9.0,8.0,7.0,6.0,10.0,7.0,9.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,58.0,5.0,8.0,10.0,7.0,12.0,0,1,0,0,0,0
1928,144,1,158.0,0,144.0,144.0,-0.4,1,5.0,5.0,7.0,8.0,8.0,9.0,9.0,4.0,6.0,7.0,4.0,7.0,4.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,19.05,19.05,19.05,9.52,14.29,0,0,0,0,0,0
84,9,5,15.0,0,9.0,9.0,-0.01,0,4.0,6.0,7.0,6.0,10.0,7.0,7.0,5.0,10.0,8.0,8.0,5.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
1325,93,12,105.0,0,93.0,93.0,-0.36,0,5.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,0,0,0,0,0,0
2507,183,10,193.0,0,183.0,183.0,-0.38,0,7.0,5.0,9.0,7.0,9.0,9.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,20.0,22.5,17.5,22.5,10.0,7.5,20.93,16.28,23.26,16.28,11.63,11.63,0,0,0,0,0,0
6548,431,11,450.0,0,431.0,431.0,0.06,0,7.0,7.0,7.0,10.0,7.0,9.0,10.0,7.0,8.0,8.0,8.0,6.0,3.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,5.0,5.0,5.0,5.0,30.0,1,0,0,0,0,0
2378,172,3,144.0,1,172.0,172.0,0.52,1,3.0,5.0,5.0,6.0,9.0,8.0,9.0,4.0,7.0,8.0,5.0,6.0,4.0,17.78,17.78,22.22,20.0,15.56,6.67,16.0,16.0,16.0,18.0,18.0,16.0,0,0,0,0,0,0
4550,301,1,308.0,0,301.0,301.0,0.31,0,4.0,2.0,9.0,9.0,8.0,9.0,8.0,5.0,6.0,8.0,2.0,9.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,17.0,19.0,18.0,17.0,11.0,18.0,1,0,0,0,0,0
2809,204,2,215.0,0,204.0,204.0,0.48,0,5.0,4.0,9.0,5.0,9.0,10.0,10.0,7.0,7.0,9.0,8.0,8.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,14.89,19.15,21.28,19.15,14.89,10.64,0,1,0,0,0,0
410,34,3,42.0,0,34.0,34.0,0.35,1,6.0,6.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,5.0,6.0,7.0,6.0,30.0,5.0,30.0,15.0,15.0,5.0,20.0,25.0,20.0,15.0,10.0,10.0,0,0,0,0,0,0
8184,544,5,513.0,1,544.0,544.0,0.02,0,7.0,5.0,7.0,10.0,10.0,9.0,8.0,6.0,7.0,7.0,9.0,8.0,6.0,15.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,5.0,15.0,0,0,0,0,0,0
4446,293,16,267.0,1,293.0,293.0,0.09,0,5.0,6.0,7.0,10.0,9.0,9.0,9.0,7.0,6.0,7.0,7.0,8.0,6.0,23.0,18.0,21.0,18.0,10.0,10.0,20.0,30.0,10.0,15.0,10.0,15.0,1,0,0,0,0,0
7761,524,22,552.0,0,524.0,524.0,0.59,0,7.0,6.0,5.0,9.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,4.0,15.0,20.0,25.0,20.0,10.0,10.0,70.0,0.0,15.0,15.0,0.0,0.0,1,0,0,0,0,0
6460,420,1,422.0,0,420.0,420.0,0.72,1,4.0,5.0,8.0,9.0,7.0,10.0,7.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,40.0,10.0,15.0,15.0,30.0,25.0,20.0,10.0,10.0,5.0,0,0,0,1,0,0
1892,141,2,133.0,1,141.0,141.0,0.19,0,6.0,4.0,7.0,9.0,8.0,8.0,6.0,6.0,10.0,9.0,9.0,6.0,5.0,20.83,20.83,16.67,16.67,6.25,18.75,12.77,19.15,17.02,17.02,14.89,19.15,0,0,0,0,0,0
2226,162,11,152.0,1,162.0,162.0,0.65,1,6.0,4.0,7.0,8.0,7.0,9.0,8.0,6.0,7.0,7.0,5.0,6.0,4.0,15.22,15.22,19.57,17.39,13.04,19.57,14.0,20.0,20.0,14.0,18.0,14.0,1,0,0,0,0,0
6442,417,7,428.0,0,417.0,417.0,0.35,0,5.0,5.0,7.0,8.0,4.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,60.0,10.0,10.0,10.0,10.0,0.0,0,0,0,0,0,0
1557,106,10,85.0,1,106.0,106.0,0.44,0,7.0,5.0,4.0,7.0,3.0,9.0,2.0,6.0,10.0,6.0,3.0,6.0,6.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,25.0,15.0,15.0,15.0,10.0,0,0,0,1,0,0
6637,438,2,441.0,0,438.0,438.0,0.4,1,4.0,4.0,7.0,8.0,7.0,7.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,14.0,15.0,16.0,17.0,18.0,20.0,35.0,10.0,25.0,20.0,5.0,5.0,0,0,0,0,0,0
6207,403,14,392.0,1,403.0,403.0,0.16,1,5.0,6.0,4.0,8.0,7.0,9.0,9.0,5.0,7.0,7.0,4.0,4.0,2.0,20.0,25.0,20.0,15.0,5.0,15.0,15.0,20.0,15.0,30.0,10.0,10.0,0,0,0,1,0,0
5828,383,9,405.0,0,383.0,383.0,0.1,0,6.0,4.0,7.0,9.0,7.0,6.0,6.0,2.0,9.0,8.0,7.0,7.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0,30.0,25.0,20.0,15.0,5.0,5.0,0,1,0,0,0,0
1384,96,17,92.0,1,96.0,96.0,0.56,0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,6.0,7.0,5.0,10.0,20.0,20.0,22.0,6.0,22.0,10.0,20.0,20.0,20.0,20.0,10.0,0,0,0,0,0,0
4887,326,8,339.0,0,326.0,326.0,0.21,0,6.0,8.0,8.0,9.0,6.0,9.0,8.0,9.0,10.0,8.0,10.0,9.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,1,0,0,0,0,0
7955,533,18,526.0,1,533.0,533.0,0.35,0,6.0,5.0,8.0,9.0,8.0,9.0,9.0,5.0,7.0,7.0,7.0,6.0,5.0,25.0,25.0,25.0,13.0,12.0,0.0,10.0,10.0,30.0,20.0,10.0,15.0,1,0,0,0,0,0
4698,311,10,302.0,1,311.0,311.0,0.24,0,6.0,8.0,9.0,9.0,10.0,9.0,3.0,4.0,0.0,2.0,0.0,3.0,8.0,50.0,20.0,10.0,10.0,5.0,5.0,50.0,5.0,20.0,10.0,5.0,10.0,1,0,0,0,0,0
1533,105,4,79.0,1,105.0,105.0,0.03,0,7.0,5.0,8.0,7.0,9.0,8.0,6.0,5.0,9.0,8.0,9.0,5.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,10.0,20.0,15.0,20.0,20.0,15.0,1,0,0,0,0,0
2439,177,2,185.0,0,177.0,177.0,0.31,0,5.0,6.0,9.0,9.0,8.0,9.0,9.0,2.0,3.0,3.0,3.0,5.0,2.0,15.09,16.98,16.98,16.98,18.87,15.09,16.98,15.09,16.98,16.98,18.87,15.09,1,0,0,0,0,0
5176,349,9,369.0,0,349.0,349.0,0.46,1,4.0,6.0,7.0,8.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,17.0,18.0,28.0,27.0,5.0,5.0,0,0,0,0,0,0
1085,80,6,99.0,0,80.0,80.0,0.14,0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,10.0,20.0,20.0,10.0,20.0,20.0,30.0,30.0,20.0,10.0,10.0,0.0,0,0,0,0,0,0
2592,192,5,178.0,1,192.0,192.0,-0.11,0,6.0,4.0,7.0,10.0,9.0,9.0,10.0,4.0,7.0,6.0,6.0,6.0,4.0,19.57,19.57,15.22,17.39,15.22,13.04,15.22,17.39,17.39,17.39,15.22,17.39,0,0,0,0,0,0
3739,260,2,274.0,0,260.0,260.0,0.52,0,7.0,6.0,6.0,9.0,7.0,9.0,6.0,6.0,8.0,6.0,8.0,7.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
4074,276,1,252.0,1,276.0,276.0,0.34,0,4.0,4.0,7.0,6.0,7.0,10.0,8.0,6.0,9.0,8.0,7.0,9.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,1,0,0,0,0,0
7752,524,13,543.0,0,524.0,524.0,-0.3,1,7.0,6.0,5.0,9.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,15.0,20.0,25.0,20.0,10.0,10.0,20.0,16.0,16.0,17.0,16.0,15.0,1,0,0,0,0,0
6274,407,9,387.0,1,407.0,407.0,0.24,1,4.0,5.0,7.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,30.0,15.0,15.0,15.0,15.0,10.0,20.0,15.0,25.0,15.0,15.0,10.0,0,1,0,0,0,0
